id,phoneNo,location,occupation,certification,age,gender,type,availabilityPreference,availability,minimumWage,experience,clientsAttended,aadharCard,doorstepService ,references,liscenced,shoppingliscence
3273,9384911679,Swargate,Carpenter,TRUE,26,Male,Part Time,Afternoon,Afternoon,9500,7,44,914991000000,yes,TRUE,FALSE,FALSE
3274,7561893794,Salisbury Park,Plumber,FALSE,25,Male,Part Time,Afternoon,Afternoon,3000,3,21,923984000000,yes,TRUE,FALSE,FALSE
3275,7968077741,Kondhwa,Receptionist,TRUE,38,Male,Part Time,Afternoon,Afternoon,4500,4,25,884440000000,no,TRUE,FALSE,TRUE
3276,7234282136,Fatimanagar,Cashier,TRUE,18,Male,Part Time,Afternoon,Afternoon,2000,5,27,816412000000,no,FALSE,FALSE,FALSE
3277,9112477470,Balewadi,Worker,FALSE,31,Male,Part Time,Afternoon,Afternoon,9500,6,45,463162000000,yes,FALSE,FALSE,TRUE
3278,8096636483,Katraj,Waiter,FALSE,19,Male,Part Time,Evening,Evening,7000,8,46,265754000000,no,FALSE,FALSE,TRUE
3279,9655622456,Sahakarnagar,Salesperson,FALSE,22,Female,Full Time,Evening,Whole Day,6000,8,48,466624000000,no,FALSE,FALSE,TRUE
3280,8701177246,Ghorpadi,Receptionist,TRUE,25,Female,Full Time,Evening,Whole Day,8500,9,40,194188000000,no,FALSE,FALSE,TRUE
3281,9230404049,Fursungi,Mechanic,FALSE,23,Male,Full Time,Afternoon,Whole Day,3000,3,34,751605000000,yes,TRUE,FALSE,TRUE
3282,9497600930,Balewadi,Mechanic,TRUE,39,Male,Full Time,Morning,Whole Day,4500,2,15,729132000000,yes,FALSE,FALSE,TRUE
3283,7186243501,Pimplesaudagar,Carpenter,FALSE,23,Male,Full Time,Morning,Whole Day,4500,1,19,449338000000,yes,FALSE,FALSE,TRUE
3284,7428665832,Katraj,Waiter,TRUE,32,Male,Part Time,Afternoon,Afternoon,8000,9,50,278044000000,no,TRUE,FALSE,FALSE
3285,9704104484,Vitthalwadi,Hairdresser,TRUE,33,Female,Full Time,Evening,Whole Day,9000,8,59,851818000000,no,FALSE,FALSE,TRUE
3286,9436007166,Dhankawadi,Mehndi Artist,FALSE,24,Female,Part Time,Evening,Evening,5500,9,56,647438000000,no,TRUE,FALSE,TRUE
3287,9229227478,Ganeshkhind,Worker,TRUE,19,Male,Full Time,Afternoon,Whole Day,8000,6,49,313550000000,yes,TRUE,FALSE,FALSE
3288,9708218495,Swargate,Receptionist,TRUE,19,Female,Full Time,Afternoon,Whole Day,2000,3,20,979289000000,no,TRUE,FALSE,TRUE
3289,9419757124,Erandwane,Hairdresser,FALSE,33,Female,Part Time,Evening,Evening,2000,4,37,673596000000,no,FALSE,FALSE,TRUE
3290,7922035485,Fursungi,Waitress,TRUE,23,Female,Full Time,Evening,Whole Day,3500,2,12,837627000000,no,FALSE,FALSE,FALSE
3291,7114929016,Parvati,Childcare Worker,FALSE,40,Female,Full Time,Afternoon,Whole Day,5500,7,55,455170000000,yes,TRUE,FALSE,TRUE
3292,8262774951,Swargate,Maid,FALSE,26,Female,Full Time,Evening,Whole Day,9000,8,55,982680000000,yes,FALSE,FALSE,TRUE
3293,8774363135,Singhgad Road,Cook,TRUE,40,Male,Full Time,Morning,Whole Day,5000,8,49,7771700601,yes,FALSE,FALSE,FALSE
3294,9983689058,Baner,Delivery Boy,TRUE,30,Male,Full Time,Morning,Whole Day,7000,7,54,429907000000,yes,TRUE,FALSE,TRUE
3295,7017187518,Ghorpadi,Tailor,FALSE,37,Male,Part Time,Afternoon,Afternoon,3000,5,27,506714000000,no,TRUE,FALSE,TRUE
3296,9495783961,Sahakarnagar,Waitress,TRUE,32,Female,Part Time,Morning,Morning,4500,1,10,144666000000,no,FALSE,FALSE,TRUE
3297,8058734279,Swargate,Waitress,FALSE,36,Female,Part Time,Morning,Morning,8000,10,41,407183000000,no,FALSE,FALSE,FALSE
3298,8469317485,Kondhwa,Waitress,FALSE,23,Female,Part Time,Evening,Evening,10000,9,45,744442000000,no,FALSE,FALSE,TRUE
3299,7226300717,Vishrantwadi,Driver,TRUE,18,Male,Full Time,Morning,Whole Day,8500,9,43,781508000000,yes,FALSE,FALSE,TRUE
3300,7922218158,Bibewadi,Cashier,TRUE,20,Male,Full Time,Evening,Whole Day,7500,8,47,166058000000,no,TRUE,FALSE,TRUE
3301,7772418699,Khadakwasla,Salesperson,TRUE,28,Male,Full Time,Morning,Whole Day,9000,7,54,593134000000,no,FALSE,FALSE,FALSE
3302,8409158985,Hinjewadi,Childcare Worker,TRUE,35,Female,Part Time,Afternoon,Afternoon,8000,8,54,77562209092,yes,FALSE,FALSE,TRUE
3303,9655476778,Fatimanagar,Childcare Worker,TRUE,35,Female,Part Time,Morning,Morning,4500,3,35,324299000000,yes,FALSE,FALSE,TRUE
3304,9625283822,Khadakwasla,Cashier,FALSE,39,Female,Part Time,Evening,Evening,9500,8,58,817546000000,no,FALSE,FALSE,FALSE
3305,7711009334,Shivajinagar,Accountant,FALSE,22,Male,Full Time,Evening,Whole Day,4000,4,24,270404000000,no,FALSE,FALSE,FALSE
3306,8020558306,Deccan,Electrician,TRUE,28,Male,Part Time,Evening,Evening,10000,9,45,626171000000,yes,FALSE,FALSE,FALSE
3307,7353782386,Singhgad Road,Security Guard,FALSE,20,Male,Full Time,Morning,Whole Day,8500,10,57,154816000000,yes,FALSE,FALSE,TRUE
3308,7829190851,Dhole Patil Road,Carpenter,FALSE,28,Male,Full Time,Morning,Whole Day,6500,10,60,241105000000,yes,TRUE,FALSE,TRUE
3309,7011910869,Sahakarnagar,Brick mason,TRUE,38,Male,Full Time,Morning,Whole Day,8500,6,50,148916000000,no,TRUE,FALSE,FALSE
3310,9604278522,Parvati,Tailor,FALSE,38,Male,Part Time,Morning,Morning,6500,7,45,243389000000,no,TRUE,FALSE,TRUE
3311,7140729064,Deccan,Carpenter,FALSE,38,Male,Part Time,Morning,Morning,8000,6,50,840081000000,yes,TRUE,FALSE,TRUE
3312,9417151057,Khadki,Delivery Boy,FALSE,22,Male,Part Time,Morning,Morning,8000,9,45,420168000000,yes,FALSE,FALSE,TRUE
3313,8025473450,Katraj,Janitor,TRUE,23,Male,Part Time,Afternoon,Afternoon,8500,9,40,540356000000,no,TRUE,FALSE,TRUE
3314,9829624647,Bibewadi,Carpenter,FALSE,26,Male,Full Time,Afternoon,Whole Day,3500,5,23,847022000000,yes,FALSE,FALSE,TRUE
3315,9230589462,Saswad,Salesperson,TRUE,31,Female,Part Time,Morning,Morning,2500,2,6,629128000000,no,FALSE,FALSE,FALSE
3316,9086925473,Nigdi,Waiter,TRUE,39,Male,Full Time,Afternoon,Whole Day,4500,3,31,392937000000,no,TRUE,FALSE,FALSE
3317,9023475537,Pashan,Delivery Boy,FALSE,30,Male,Part Time,Evening,Evening,7500,9,52,864887000000,yes,FALSE,FALSE,FALSE
3318,9817381126,Deccan,Waitress,FALSE,28,Female,Part Time,Morning,Morning,5500,9,57,234917000000,no,TRUE,FALSE,FALSE
3319,8930925684,Ambegaon,Delivery Boy,TRUE,20,Male,Part Time,Afternoon,Afternoon,6000,6,45,27410841416,yes,FALSE,FALSE,TRUE
3320,9095699560,Hinjewadi,Cashier,FALSE,27,Male,Full Time,Afternoon,Whole Day,10000,7,59,748797000000,no,TRUE,FALSE,FALSE
3321,7526772902,Pashan,Mehndi Artist,TRUE,31,Female,Full Time,Morning,Whole Day,4500,5,22,130161000000,no,FALSE,FALSE,FALSE
3322,9403932629,Khadakwasla,Waitress,FALSE,23,Female,Part Time,Evening,Evening,2000,4,22,517369000000,no,FALSE,FALSE,FALSE
3323,8156193207,Pimplesaudagar,Delivery Boy,FALSE,28,Male,Part Time,Afternoon,Afternoon,2500,1,6,419951000000,yes,TRUE,FALSE,TRUE
3324,9021012327,Dhankawadi,Tailor,FALSE,23,Male,Full Time,Afternoon,Whole Day,7500,10,51,724554000000,no,TRUE,FALSE,TRUE
3325,8115303885,Kothrud,Driver,TRUE,24,Male,Full Time,Morning,Whole Day,8500,8,53,132224000000,yes,FALSE,FALSE,TRUE
3326,8211481406,Nigdi,Security Guard,FALSE,23,Male,Part Time,Morning,Morning,5500,7,43,131852000000,yes,TRUE,FALSE,TRUE
3327,7260999016,Koregaon Park,Cashier,FALSE,25,Male,Full Time,Afternoon,Whole Day,6000,9,42,573330000000,no,FALSE,FALSE,FALSE
3328,9743985746,Mundhwa,Painter,TRUE,22,Male,Part Time,Morning,Morning,5500,10,41,128738000000,no,TRUE,FALSE,TRUE
3329,9936702208,Erandwane,Cook,TRUE,29,Male,Part Time,Afternoon,Afternoon,4000,5,21,275090000000,yes,FALSE,FALSE,TRUE
3330,8303164746,Kothrud,Waiter,FALSE,28,Male,Part Time,Morning,Morning,6000,6,46,145039000000,no,FALSE,FALSE,TRUE
3331,9971169348,Khadki,Tailor,FALSE,39,Male,Part Time,Afternoon,Afternoon,6500,7,55,879756000000,no,FALSE,FALSE,TRUE
3332,9186341879,Gultekdi,Maid,FALSE,23,Female,Full Time,Morning,Whole Day,7500,9,54,735208000000,yes,TRUE,FALSE,TRUE
3333,8985348014,Shivajinagar,Brick mason,FALSE,34,Male,Full Time,Evening,Whole Day,5000,6,57,969533000000,no,FALSE,FALSE,TRUE
3334,9725411408,Vishrantwadi,Security Guard,TRUE,20,Male,Full Time,Morning,Whole Day,5500,6,50,792853000000,yes,TRUE,FALSE,FALSE
3335,9602968774,Singhgad Road,Cashier,TRUE,30,Female,Full Time,Evening,Whole Day,5500,9,52,492019000000,no,TRUE,FALSE,FALSE
3336,8123115271,Salisbury Park,Accountant,TRUE,39,Male,Full Time,Afternoon,Whole Day,8500,8,52,205282000000,no,TRUE,FALSE,TRUE
3337,9556523458,Fatimanagar,Worker,FALSE,27,Male,Part Time,Evening,Evening,8000,7,59,917420000000,yes,FALSE,FALSE,FALSE
3338,8352264608,Gultekdi,Security Guard,TRUE,37,Male,Part Time,Afternoon,Afternoon,4000,4,27,305819000000,yes,TRUE,FALSE,TRUE
3339,9022298424,Erandwane,Security Guard,FALSE,29,Male,Full Time,Evening,Whole Day,6500,7,52,560687000000,yes,TRUE,FALSE,TRUE
3340,9356200812,Kothrud,Childcare Worker,FALSE,37,Female,Full Time,Evening,Whole Day,4000,3,22,315744000000,yes,FALSE,FALSE,TRUE
3341,7744332988,Mundhwa,Salesperson,TRUE,35,Male,Full Time,Evening,Whole Day,10000,6,59,564320000000,no,FALSE,FALSE,TRUE
3342,8707723494,Sahakarnagar,Electrician,TRUE,31,Male,Full Time,Afternoon,Whole Day,8000,10,55,43132760075,yes,TRUE,FALSE,TRUE
3343,9938169422,Pashan,Janitor,TRUE,21,Male,Part Time,Afternoon,Afternoon,5000,10,46,387592000000,no,FALSE,FALSE,FALSE
3344,8794728779,Ghorpadi,Childcare Worker,FALSE,21,Female,Part Time,Evening,Evening,4000,4,29,70496161058,yes,FALSE,FALSE,FALSE
3345,9886247179,Deccan,Receptionist,FALSE,39,Female,Full Time,Evening,Whole Day,2500,3,25,635958000000,no,TRUE,FALSE,TRUE
3346,9331110070,Deccan,Carpenter,TRUE,28,Male,Full Time,Morning,Whole Day,2000,3,24,78256132257,yes,TRUE,FALSE,TRUE
3347,8149529306,Katraj,Waitress,TRUE,30,Female,Full Time,Afternoon,Whole Day,9500,10,54,656002000000,no,TRUE,FALSE,FALSE
3348,9800318204,Hadapsar,Plumber,TRUE,22,Male,Part Time,Evening,Evening,2000,5,34,303496000000,yes,FALSE,FALSE,FALSE
3349,9192846418,Ganeshkhind,Hairdresser,FALSE,29,Female,Full Time,Morning,Whole Day,3500,5,30,531479000000,no,TRUE,FALSE,TRUE
3350,9176318929,Ghorpadi,Driver,FALSE,39,Male,Part Time,Morning,Morning,9000,8,55,462968000000,yes,TRUE,FALSE,TRUE
3351,7543013405,Dattawadi,Worker,FALSE,31,Male,Full Time,Evening,Whole Day,2500,1,18,403236000000,yes,TRUE,FALSE,TRUE
3352,8352001743,Pimplesaudagar,Hairdresser,FALSE,35,Female,Full Time,Morning,Whole Day,7500,8,48,83433121489,no,FALSE,FALSE,FALSE
3353,8891536766,Salisbury Park,Janitor,FALSE,36,Male,Full Time,Afternoon,Whole Day,3000,3,22,285429000000,no,TRUE,FALSE,FALSE
3354,7691460140,Hadapsar,Driver,TRUE,25,Male,Part Time,Afternoon,Afternoon,7000,8,60,969468000000,yes,FALSE,FALSE,TRUE
3355,9944194204,Kondhwa,Waiter,TRUE,28,Male,Full Time,Afternoon,Whole Day,7000,7,49,27255227381,no,TRUE,FALSE,TRUE
3356,7379359662,Dattawadi,Maid,FALSE,19,Female,Full Time,Afternoon,Whole Day,4000,2,5,976232000000,yes,FALSE,FALSE,FALSE
3357,9317944921,Parvati,Mechanic,FALSE,18,Male,Part Time,Afternoon,Afternoon,10000,7,44,2309755413,yes,TRUE,FALSE,FALSE
3358,8889372550,Khadki,Driver,FALSE,33,Male,Full Time,Evening,Whole Day,4000,4,32,63066084558,yes,FALSE,FALSE,TRUE
3359,9537102716,Singhgad Road,Salesperson,TRUE,32,Female,Full Time,Morning,Whole Day,4500,4,29,734603000000,no,FALSE,FALSE,FALSE
3360,9215119064,Pashan,Delivery Boy,TRUE,24,Male,Full Time,Afternoon,Whole Day,6000,10,42,927784000000,yes,FALSE,FALSE,FALSE
3361,7683030699,Wanowrie,Electrician,TRUE,33,Male,Full Time,Afternoon,Whole Day,4000,5,23,471980000000,yes,TRUE,FALSE,TRUE
3362,9582783569,Vishrantwadi,Security Guard,FALSE,30,Male,Part Time,Evening,Evening,8000,9,49,168065000000,yes,TRUE,FALSE,TRUE
3363,9039571644,Shivajinagar,Cook,TRUE,23,Male,Part Time,Evening,Evening,5500,10,52,732508000000,yes,TRUE,FALSE,TRUE
3364,7803598331,Camp,Tailor,FALSE,20,Male,Part Time,Afternoon,Afternoon,6000,8,49,386985000000,no,FALSE,FALSE,FALSE
3365,7068543980,Gultekdi,Brick mason,FALSE,19,Male,Full Time,Evening,Whole Day,7000,6,59,928506000000,no,TRUE,FALSE,TRUE
3366,9934600703,Aundh,Hairdresser,FALSE,35,Female,Full Time,Afternoon,Whole Day,9000,9,49,220732000000,no,TRUE,FALSE,FALSE
3367,9101245450,Khadakwasla,Tailor,TRUE,26,Male,Full Time,Morning,Whole Day,9000,9,53,899741000000,no,TRUE,FALSE,TRUE
3368,9921404602,Vishrantwadi,Hairdresser,FALSE,26,Female,Full Time,Afternoon,Whole Day,9500,6,58,44609922852,no,TRUE,FALSE,FALSE
3369,9294282536,Deccan,Maid,FALSE,22,Female,Part Time,Evening,Evening,9000,9,42,837843000000,yes,TRUE,FALSE,FALSE
3370,9604036560,Kondhwa,Cook,TRUE,31,Male,Part Time,Morning,Morning,7000,9,48,28962602571,yes,FALSE,FALSE,TRUE
3371,8129593925,Bavdhan,Mehndi Artist,TRUE,26,Female,Full Time,Morning,Whole Day,5500,7,55,102678000000,no,FALSE,FALSE,TRUE
3372,7258369835,Sahakarnagar,Worker,FALSE,28,Male,Full Time,Morning,Whole Day,6500,8,48,715960000000,yes,TRUE,FALSE,FALSE
3373,7685012176,Baner,Electrician,FALSE,25,Male,Part Time,Evening,Evening,4500,5,36,826948000000,yes,FALSE,FALSE,FALSE
3374,8540904057,Camp,Hairdresser,TRUE,25,Female,Full Time,Afternoon,Whole Day,8500,6,42,419880000000,no,FALSE,FALSE,FALSE
3375,8238368930,Bibewadi,Childcare Worker,TRUE,35,Female,Full Time,Afternoon,Whole Day,4000,2,6,398484000000,yes,FALSE,FALSE,FALSE
3376,9882843898,Dhankawadi,Tailor,TRUE,28,Male,Part Time,Afternoon,Afternoon,6500,10,59,907250000000,no,FALSE,FALSE,TRUE
3377,9990561655,Nigdi,Cashier,TRUE,40,Female,Part Time,Evening,Evening,2500,3,20,13450234898,no,TRUE,FALSE,FALSE
3378,7425703030,Kondhwa,Hairdresser,TRUE,18,Female,Part Time,Afternoon,Afternoon,4000,5,38,717994000000,no,FALSE,FALSE,TRUE
3379,9829076996,Paud Road,Brick mason,TRUE,25,Male,Full Time,Afternoon,Whole Day,6000,10,53,49005578613,no,FALSE,FALSE,FALSE
3380,8112376882,Swargate,Mehndi Artist,TRUE,34,Female,Part Time,Morning,Morning,4000,1,8,667820000000,no,FALSE,FALSE,FALSE
3381,9541722805,Balewadi,Receptionist,TRUE,38,Female,Part Time,Morning,Morning,2000,1,17,773661000000,no,FALSE,FALSE,FALSE
3382,7512581754,Wagholi,Driver,FALSE,25,Male,Part Time,Evening,Evening,2000,4,32,673038000000,yes,TRUE,FALSE,FALSE
3383,9964782442,Fatimanagar,Cook,TRUE,32,Male,Part Time,Afternoon,Afternoon,7000,6,50,823812000000,yes,FALSE,FALSE,TRUE
3384,7822314366,Saswad,Security Guard,FALSE,33,Male,Full Time,Evening,Whole Day,4000,3,38,740555000000,yes,TRUE,FALSE,TRUE
3385,9159667690,Dhankawadi,Waitress,TRUE,33,Female,Full Time,Morning,Whole Day,6500,8,58,579562000000,no,TRUE,FALSE,FALSE
3386,9581274537,Sahakarnagar,Waitress,TRUE,33,Female,Part Time,Evening,Evening,9500,10,58,716986000000,no,TRUE,FALSE,FALSE
3387,9695276954,Koregaon Park,Waiter,TRUE,36,Male,Part Time,Evening,Evening,4000,3,26,687208000000,no,FALSE,FALSE,TRUE
3388,8286306484,Kondhwa,Waitress,TRUE,38,Female,Full Time,Evening,Whole Day,5500,8,46,639955000000,no,FALSE,FALSE,FALSE
3389,8301489049,Katraj,Waitress,TRUE,31,Female,Part Time,Morning,Morning,4500,5,28,997532000000,no,FALSE,FALSE,FALSE
3390,9248485295,Aundh,Hairdresser,FALSE,21,Female,Full Time,Afternoon,Whole Day,6500,9,47,890948000000,no,FALSE,FALSE,FALSE
3391,9475792938,Dhayari,Cook,TRUE,19,Male,Full Time,Afternoon,Whole Day,2000,3,26,814683000000,yes,FALSE,FALSE,FALSE
3392,9241895038,Khadakwasla,Waiter,TRUE,20,Male,Full Time,Evening,Whole Day,6000,10,50,879803000000,no,FALSE,FALSE,FALSE
3393,7787270240,Pashan,Delivery Boy,TRUE,26,Male,Full Time,Evening,Whole Day,7000,9,58,586450000000,yes,TRUE,FALSE,TRUE
3394,8626104094,Chinchwad,Mehndi Artist,FALSE,29,Female,Part Time,Evening,Evening,10000,8,57,904559000000,no,TRUE,FALSE,TRUE
3395,9609487753,Pashan,Plumber,TRUE,28,Male,Part Time,Afternoon,Afternoon,8000,9,43,951400000000,yes,TRUE,FALSE,FALSE
3396,8185191097,Fursungi,Cook,TRUE,34,Male,Part Time,Morning,Morning,3500,3,37,73547875282,yes,FALSE,FALSE,TRUE
3397,7122953341,Gultekdi,Worker,FALSE,29,Male,Full Time,Evening,Whole Day,10000,8,52,662275000000,yes,FALSE,FALSE,TRUE
3398,8994547271,Dhole Patil Road,Janitor,FALSE,36,Male,Full Time,Evening,Whole Day,9000,10,42,809504000000,no,TRUE,FALSE,TRUE
3399,9522511204,Ghorpadi,Salesperson,TRUE,20,Female,Full Time,Morning,Whole Day,2000,1,12,668797000000,no,TRUE,FALSE,TRUE
3400,9264393397,Balewadi,Childcare Worker,FALSE,20,Female,Full Time,Evening,Whole Day,5000,7,41,633957000000,yes,FALSE,FALSE,TRUE
3401,9780977398,Katraj,Electrician,FALSE,28,Male,Part Time,Evening,Evening,9500,7,46,405047000000,yes,FALSE,FALSE,FALSE
3402,9864999785,Bibewadi,Driver,TRUE,38,Male,Part Time,Morning,Morning,2500,4,22,45042459312,yes,TRUE,FALSE,TRUE
3403,8380632596,Kothrud,Mechanic,TRUE,18,Male,Full Time,Morning,Whole Day,5500,8,53,883531000000,yes,FALSE,FALSE,FALSE
3404,7602860154,Khadakwasla,Salesperson,TRUE,34,Female,Part Time,Evening,Evening,10000,7,51,296821000000,no,FALSE,FALSE,TRUE
3405,9961103627,Hinjewadi,Cashier,FALSE,33,Male,Full Time,Afternoon,Whole Day,8000,8,45,588242000000,no,FALSE,FALSE,TRUE
3406,9735503343,Kothrud,Security Guard,TRUE,40,Male,Part Time,Evening,Evening,6500,9,60,926599000000,yes,FALSE,FALSE,TRUE
3407,9135711548,Pimplesaudagar,Brick mason,FALSE,33,Male,Full Time,Evening,Whole Day,10000,6,42,626533000000,no,FALSE,FALSE,FALSE
3408,7437973579,Vitthalwadi,Accountant,TRUE,24,Male,Full Time,Morning,Whole Day,5000,9,51,358363000000,no,FALSE,FALSE,FALSE
3409,8039394166,Singhgad Road,Worker,TRUE,26,Male,Part Time,Morning,Morning,4500,5,26,766632000000,yes,FALSE,FALSE,FALSE
3410,9432348077,Deccan,Waitress,TRUE,19,Female,Full Time,Evening,Whole Day,8000,8,47,364469000000,no,TRUE,FALSE,FALSE
3411,9576371538,Gultekdi,Janitor,TRUE,21,Male,Full Time,Afternoon,Whole Day,2000,1,10,912839000000,no,FALSE,FALSE,TRUE
3412,8632934266,Baner,Electrician,TRUE,28,Male,Part Time,Afternoon,Afternoon,8500,8,56,487443000000,yes,TRUE,FALSE,TRUE
3413,9159416298,Kharadi,Delivery Boy,FALSE,37,Male,Full Time,Afternoon,Whole Day,7500,10,50,810315000000,yes,FALSE,FALSE,FALSE
3414,9790354826,Katraj,Brick mason,FALSE,28,Male,Full Time,Evening,Whole Day,2500,5,35,210442000000,no,FALSE,FALSE,FALSE
3415,8043978986,Koregaon Park,Waitress,FALSE,27,Female,Part Time,Afternoon,Afternoon,4500,5,28,930399000000,no,TRUE,FALSE,TRUE
3416,9988733560,Paud Road,Hairdresser,FALSE,23,Female,Part Time,Evening,Evening,4500,2,12,382723000000,no,TRUE,FALSE,FALSE
3417,7012477863,Bavdhan,Waitress,FALSE,24,Female,Full Time,Afternoon,Whole Day,2500,3,32,534165000000,no,FALSE,FALSE,FALSE
3418,7771073190,Baner,Maid,TRUE,35,Female,Full Time,Evening,Whole Day,2500,3,40,776210000000,yes,FALSE,FALSE,TRUE
3419,9136662491,Wagholi,Janitor,FALSE,39,Male,Full Time,Afternoon,Whole Day,7000,9,49,777823000000,no,TRUE,FALSE,FALSE
3420,9337289349,Wagholi,Salesperson,TRUE,40,Male,Full Time,Afternoon,Whole Day,4500,5,30,215670000000,no,TRUE,FALSE,TRUE
3421,7404087026,Balewadi,Electrician,FALSE,19,Male,Part Time,Afternoon,Afternoon,9000,10,40,93037953595,yes,TRUE,FALSE,TRUE
3422,7289029666,Kharadi,Electrician,FALSE,29,Male,Full Time,Evening,Whole Day,2500,5,24,401805000000,yes,FALSE,FALSE,TRUE
3423,9859073956,Chinchwad,Salesperson,FALSE,31,Female,Full Time,Evening,Whole Day,6000,8,55,619428000000,no,FALSE,FALSE,TRUE
3424,8246442318,Chinchwad,Worker,TRUE,40,Male,Part Time,Afternoon,Afternoon,4000,1,11,426456000000,yes,FALSE,FALSE,TRUE
3425,7647230649,Hinjewadi,Waitress,TRUE,36,Female,Full Time,Evening,Whole Day,6500,7,43,98373678518,no,FALSE,FALSE,FALSE
3426,9252464432,Salisbury Park,Plumber,FALSE,21,Male,Part Time,Evening,Evening,6500,9,48,109417000000,yes,TRUE,FALSE,TRUE
3427,8259436995,Dhayari,Janitor,FALSE,29,Male,Part Time,Morning,Morning,6000,9,48,173099000000,no,TRUE,FALSE,TRUE
3428,8393844766,Kothrud,Tailor,FALSE,19,Male,Full Time,Afternoon,Whole Day,10000,8,58,126290000000,no,FALSE,FALSE,FALSE
3429,9981229751,Saswad,Plumber,FALSE,19,Male,Part Time,Afternoon,Afternoon,2000,4,35,870414000000,yes,TRUE,FALSE,TRUE
3430,9511943068,Nigdi,Janitor,FALSE,34,Male,Full Time,Afternoon,Whole Day,3500,3,21,136580000000,no,FALSE,FALSE,TRUE
3431,9910399604,Paud Road,Mechanic,FALSE,32,Male,Part Time,Morning,Morning,7000,10,57,358081000000,yes,TRUE,FALSE,FALSE
3432,7385014971,Pashan,Worker,TRUE,32,Male,Part Time,Morning,Morning,9000,8,52,917645000000,yes,FALSE,FALSE,FALSE
3433,8872458004,Vitthalwadi,Brick mason,FALSE,30,Male,Part Time,Morning,Morning,9500,9,58,548769000000,no,TRUE,FALSE,FALSE
3434,9467749717,Dhankawadi,Waitress,FALSE,18,Female,Full Time,Evening,Whole Day,8000,8,53,211315000000,no,FALSE,FALSE,FALSE
3435,9287482686,Pimplesaudagar,Waitress,TRUE,37,Female,Part Time,Morning,Morning,7500,7,41,535745000000,no,TRUE,FALSE,FALSE
3436,9799741929,Hinjewadi,Janitor,FALSE,40,Male,Part Time,Afternoon,Afternoon,8000,8,52,24805596671,no,FALSE,FALSE,TRUE
3437,9198565669,Fatimanagar,Waitress,TRUE,31,Female,Part Time,Evening,Evening,6000,9,54,515984000000,no,TRUE,FALSE,TRUE
3438,8022678850,Swargate,Tailor,FALSE,30,Male,Part Time,Morning,Morning,5000,10,42,59183402577,no,TRUE,FALSE,FALSE
3439,7141647970,Kondhwa,Receptionist,FALSE,22,Male,Part Time,Morning,Morning,9000,8,51,325472000000,no,FALSE,FALSE,TRUE
3440,9161739573,Shivajinagar,Waitress,FALSE,36,Female,Part Time,Afternoon,Afternoon,9500,9,40,323572000000,no,TRUE,FALSE,FALSE
3441,7449706392,Vitthalwadi,Hairdresser,FALSE,27,Female,Full Time,Evening,Whole Day,9500,6,59,842108000000,no,FALSE,FALSE,FALSE
3442,8481241630,Dattawadi,Childcare Worker,FALSE,20,Female,Full Time,Morning,Whole Day,10000,9,54,300540000000,yes,FALSE,FALSE,TRUE
3443,9828887763,Wanowrie,Driver,TRUE,29,Male,Part Time,Evening,Evening,8000,7,40,973324000000,yes,TRUE,FALSE,FALSE
3444,8647582143,Aundh,Childcare Worker,TRUE,23,Female,Part Time,Morning,Morning,5000,6,40,437411000000,yes,TRUE,FALSE,TRUE
3445,9005099878,Fatimanagar,Maid,FALSE,29,Female,Full Time,Morning,Whole Day,2000,4,38,136602000000,yes,TRUE,FALSE,FALSE
3446,7429567642,Aundh,Driver,FALSE,31,Male,Full Time,Evening,Whole Day,4500,2,17,572458000000,yes,TRUE,FALSE,FALSE
3447,9523264602,Dhole Patil Road,Receptionist,FALSE,37,Female,Part Time,Afternoon,Afternoon,5500,8,43,25042839497,no,FALSE,FALSE,FALSE
3448,8946862894,Aundh,Tailor,TRUE,36,Male,Part Time,Evening,Evening,9000,9,51,593426000000,no,TRUE,FALSE,TRUE
3449,9844113446,Shivajinagar,Hairdresser,TRUE,28,Female,Part Time,Morning,Morning,4000,2,7,340344000000,no,FALSE,FALSE,FALSE
3450,9775453093,Dhole Patil Road,Electrician,FALSE,35,Male,Part Time,Morning,Morning,4500,5,29,170516000000,yes,TRUE,FALSE,TRUE
3451,9364547584,Kondhwa,Delivery Boy,FALSE,21,Male,Full Time,Evening,Whole Day,7000,7,42,635220000000,yes,TRUE,FALSE,TRUE
3452,7707939453,Salisbury Park,Electrician,TRUE,21,Male,Full Time,Evening,Whole Day,8000,6,60,809050000000,yes,TRUE,FALSE,FALSE
3453,7171224866,Ambegaon,Cook,TRUE,25,Male,Part Time,Morning,Morning,7000,7,51,390811000000,yes,FALSE,FALSE,FALSE
3454,8267173184,Salisbury Park,Delivery Boy,TRUE,37,Male,Part Time,Morning,Morning,7000,6,40,22536967288,yes,TRUE,FALSE,FALSE
3455,7719896550,Erandwane,Childcare Worker,FALSE,35,Female,Full Time,Morning,Whole Day,2500,3,28,183859000000,yes,FALSE,FALSE,TRUE
3456,7246238710,Vitthalwadi,Accountant,TRUE,29,Female,Full Time,Afternoon,Whole Day,3500,5,29,146223000000,no,TRUE,FALSE,FALSE
3457,9363187820,Wagholi,Mehndi Artist,TRUE,26,Female,Full Time,Evening,Whole Day,7500,6,50,776092000000,no,TRUE,FALSE,FALSE
